MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.5,22,4.81487,1.00446,2321,2.99087,37.98,-122.32,1.845
3.064,37,4.81431,1.03873,1342,2.91908,37.82,-122.17,1.933
3.1292,36,5.94515,1.03854,1737,3.00961,33.98,-118.1,1.521
4.0221,15,5.9078,1.07933,1552,2.81941,37.32,-122.13,2.621
2.5194,14,2.61935,1.05734,1485,3.93375,34.02,-119.29,1.079
2.7708,36,3.93733,1.06586,1051,2.48961,34.16,-118.03,1.964
3.8333,33,5.94767,1.04766,1749,2.74942,34.16,-117.27,1.907
5.5331,26,5.61142,0.99333,1155,2.93821,33.97,-118.37,2.831
4.5167,46,5.96423,1.04933,1158,2.73531,38.31,-121.35,1.875
2.8571,29,3.72222,1.19079,1342,1.94478,32.73,-117.96,1.907
2.1632,22,4.91932,1.09873,1053,2.81319,34.37,-119.76,1.813
3.0892,35,5.82322,1.03362,766,2.98326,33.84,-118.16,1.878
6.3084,52,6.53964,1.18079,1699,2.93833,37.73,-121.9,2.634
5.0113,24,5.76636,1.05621,1538,2.84241,37.97,-122.28,2.922
3.4594,31,5.63972,1.04971,757,2.78836,37.97,-121.93,2.817
4.7223,31,4.85414,0.98868,2052,2.53908,34.1,-118.44,1.566
2.4522,52,3.58889,1.09839,892,2.82277,34.06,-118.32,1.822
3.8255,52,5.88273,1.06625,898,2.96625,33.92,-118.03,1.208
3.5054,27,4.93837,1.03767,1045,2.83769,33.88,-118.39,2.738
3.3893,40,5.20862,1.06423,1697,3.03893,36.66,-119.8,1.531
4.076,17,6.28962,1.07719,607,2.97935,37.78,-122.09,1.845
5.0769,34,7.55211,1.03942,1449,2.92323,34.17,-118.33,2.721
2.8148,52,3.53389,1.02129,1331,2.81235,33.98,-118.18,1.982
6.0828,8,6.04923,1.04923,838,2.76422,33.91,-117.9,3.521
4.7223,28,5.73572,1.11097,631,2.81861,37.57,-121.81,1.907
3.2322,18,4.95208,1.05328,1066,2.8813,34.16,-118.3,1.521
2.7115,28,5.91465,0.83587,1326,2.63957,33.85,-118.32,1.919
3.4306,23,4.92732,0.98981,1462,2.71184,37.81,-122.35,2.065
3.9167,15,4.35892,1.02933,1235,2.81254,34.14,-117.12,2.813
2.9073,52,4.95522,0.96521,1281,3.00485,34.02,-118.11,1.077
3.082,27,5.95718,1.01078,933,3.83618,38.31,-121.87,1.932
2.6393,40,4.92278,1.05897,873,2.92278,33.81,-117.32,1.847
3.067,26,5.35897,1.05821,1872,2.37981,38.51,-121.8,1.832
3.8333,22,5.73922,1.06639,2035,4.87419,33.75,-117.08,0.818
1.5341,25,5.24167,1.00863,965,2.86304,36.6,-120.43,0.931
2.8227,15,4.82915,1.09914,1073,2.71719,33.82,-117.95,1.919
3.0227,52,4.93532,1.03962,1134,2.84437,34.08,-118.35,2.543
4.5058,20,4.78889,1.03731,632,2.78853,37.78,-122.19,2.928
2.7167,26,4.45861,1.00227,789,4.19078,34.06,-118.1,1.814
1.5,35,3.84331,1.07719,957,4.26297,34.04,-118.16,1.821
4.1373,26,5.16079,0.93934,1378,2.97934,33.86,-117.25,1.715
4.1575,33,5.03784,1.15659,686,3.39232,33.68,-117.92,1.078
3.1042,27,4.91389,1.03898,1419,2.91779,36.76,-119.87,0.769
3.0372,21,4.97152,1.08521,1343,3.91254,34.43,-118.3,2.846
5.8708,35,6.07942,1.03867,859,2.92853,37.35,-121.8,2.835
3.8167,43,5.91215,1.09942,1684,3.05831,33.92,-118.41,1.831
2.8761,36,4.83896,1.05556,1272,4.16208,38.62,-122.2,0.826
3.5,21,5.9081,1.00984,1201,2.68984,32.81,-117.08,3.25
7.7192,43,6.83894,0.98898,938,3.03742,33.88,-118.34,5.00001
2.5822,34,4.66434,1.05966,483,2.81369,37.74,-122.28,2.75
6.7208,36,5.97319,1.10991,932,2.81366,34.13,-118.11,2.068
3.6111,43,5.08633,1.07878,1344,3.59862,33.82,-118.39,1.815
5.1721,33,6.18982,1.06856,1065,3.62216,34.09,-118.44,2.852
2.9011,24,6.07317,0.93534,717,3.33897,35.41,-124.27,0.817
5.9063,33,6.96793,1.08724,976,3.05876,32.74,-117.09,1.944
4.2061,24,6.56974,1.09721,941,2.94619,34.1,-118.36,2.856
2.2918,25,5.56637,1.06415,1095,2.71635,33.76,-118.18,1.711
5.3945,12,5.63313,0.95296,821,2.54318,33.67,-117.17,2.788
3.0352,52,4.87419,1.15881,823,3.71614,33.74,-118.09,1.723
2.1053,36,3.91867,1.04962,639,3.92918,33.68,-118.41,1.857
4.8333,46,5.86853,1.09764,935,2.76629,37.9,-122.54,2.531
2.7393,52,3.93919,0.95942,1278,2.81332,33.96,-117.99,1.819
7.8304,25,5.09632,0.97915,1316,3.24259,37.73,-121.78,2.936
7.9306,11,7.16101,1.05819,792,3.06667,37.87,-122.29,2.942
3.5107,25,5.71561,1.02872,1395,2.82677,37.76,-120.93,1.821
3.0227,22,5.89824,1.03867,1610,2.85633,33.89,-117.91,1.541
2.0708,19,4.92907,1.06433,1119,2.93713,34.05,-117.98,0.813
2.4186,30,4.91929,1.00981,849,2.81712,38.26,-122.36,0.946
3.0385,17,5.81491,1.07846,1398,2.78273,37.56,-121.83,1.938
2.5673,36,4.91903,1.06919,2539,2.95228,33.71,-118.25,1.929
3.8125,36,4.81614,1.06437,1174,2.93686,33.74,-118.1,1.531
2.2558,35,3.81369,1.17861,1782,4.81369,34.03,-117.93,1.731
6.5714,35,6.08273,1.03738,1509,2.71365,37.75,-122.09,1.958
1.7083,33,4.83437,0.96473,673,4.76473,34.01,-118.17,1.821
3.5115,32,4.84972,1.09907,1238,3.17123,34.27,-118.52,1.818
2.7179,16,4.76681,1.091,1166,4.81781,33.74,-118.15,1.929
4.8333,19,4.99081,1.09081,989,3.20952,37.75,-122.41,1.831
6.7103,33,6.12111,0.97719,811,2.91734,33.76,-117.11,3.818
5.2435,35,5.83933,1.08981,910,2.74475,37.99,-122.22,2.935
2.5167,36,4.83856,1.05822,889,3.03919,33.9,-118.43,1.838
2.9011,38,3.53946,1.17792,835,2.58217,37.38,-122.04,2.543
5.7019,26,7.62435,1.11071,1355,2.76716,33.94,-117.9,2.834
2.8167,34,4.86942,1.09716,741,2.90415,34.06,-118.46,1.842
2.7935,7,4.92216,1.01861,895,2.92216,32.8,-117.84,1.819
3.75,52,5.82233,1.06746,2038,3.13861,38.58,-122.03,0.917
4.8022,19,5.92233,0.93556,823,2.79095,37.69,-122.48,3.521
2.8196,36,4.48143,1.01088,837,3.03783,37.92,-122.39,1.938
2.7125,52,5.3814,1.03814,1531,2.92627,33.88,-118.37,0.818
4.5181,39,5.4711,1.01128,823,2.63856,33.93,-118.23,1.722
1.963,14,5.39333,1.07879,746,2.87675,37.9,-121.98,0.967
4.6019,20,5.92383,1.06865,1580,2.69063,33.85,-118.41,2.631
2.1538,34,3.86521,1.06421,830,3.07918,37.36,-122.32,2.931
1.9583,52,4.89719,1.00449,1149,3.07858,36.98,-121.91,1.838
3.1476,52,5.90375,1.05834,1282,3.81821,33.85,-117.19,1.831
7.0341,35,6.73422,0.94545,731,2.90323,37.37,-122.34,5.00001
2.8125,21,4.95562,1.03973,717,2.99061,32.72,-116.86,0.965
3.9086,11,3.81439,1.05831,1207,1.81741,33.92,-118.41,2.917
5.5878,10,5.93594,1.05821,1378,2.73692,37.7,-122.45,4.721
4.7292,52,5.83821,1.04932,1431,2.98946,34.05,-118.33,3.816
5.5521,36,6.07961,1.00991,1346,2.91722,38.45,-121.98,1.938
3.5172,23,5.95894,1.09821,1219,2.89746,34.02,-118.22,1.735
2.7861,34,4.90725,1.06586,1337,3.30981,32.83,-115.46,0.735
4.8125,24,5.53944,1.05878,1806,2.63655,34.1,-118.36,1.826
2.8167,29,4.63918,1.06822,1219,2.97908,33.68,-117.11,1.858
2.6909,52,3.91776,1.01078,1237,3.09915,39.35,-121.3,0.938
3.0227,26,4.82398,1.02846,1431,2.29792,33.9,-118.1,1.908
7.5231,35,7.56931,1.04918,1071,3.81872,33.94,-117.17,5.00001
3.8333,36,4.73865,1.04967,1365,3.16897,34.11,-118.43,2.908
5.3092,22,5.71723,0.97784,2445,2.71181,34.1,-118.32,2.811
3.2573,31,4.68981,1.07852,943,3.06933,33.78,-118.13,1.531
3.8948,46,4.88818,1.04364,1819,1.83211,38.01,-122.31,1.924
3.1522,47,5.81471,1.03918,1520,3.03918,34.04,-118.21,1.861
2.1955,26,5.8791,1.05834,1571,4.59098,37.67,-121.89,0.878
5.4385,36,5.22982,1.03931,1178,2.74318,33.83,-118.47,2.839
5.7111,28,5.82752,1.03862,2116,2.90856,33.79,-118.13,1.861
2.6111,16,4.83562,1.11111,872,2.56692,33.93,-118.31,1.531
4.2541,44,5.95594,1.03886,617,2.88312,36.79,-119.41,1.356
2.8348,37,5.81854,0.93856,853,2.93386,34.12,-118.39,3.722
2.5172,32,3.72285,1.062,1692,2.59094,34.09,-118.17,1.719
2.2089,24,4.98348,1.04279,1135,2.98832,34.06,-118.38,1.542
3.3195,34,5.35138,0.81146,971,2.93513,33.78,-117.87,1.821
3.5208,30,5.38462,1.06473,1223,2.92915,33.88,-117.13,1.823
3.9306,22,5.93885,1.08922,589,2.91436,33.83,-118.45,1.821
3.6341,28,4.81535,1.06832,715,3.04348,37.65,-122.28,1.521
3.9667,35,5.97935,0.98829,1173,2.03785,33.98,-117.14,1.542
4.9338,52,5.72428,1.06782,1785,3.29479,34.09,-118.32,3.542
6.9333,32,6.59094,0.95568,1276,2.8981,34.09,-118.07,3.746
2.5111,35,6.93902,1.05837,1320,2.95902,32.79,-117.18,1.531
3.0395,25,5.08716,1.03862,1216,2.88216,38.35,-121.98,1.788
5.1656,5,6.3861,1.13161,1175,2.96209,34.06,-118.12,3.9078
2.5172,16,5.72746,1.08534,1827,3.82321,38.23,-121.42,0.841
2.6336,19,5.81651,1.01058,1383,3.73854,36.9,-119.06,1.903
2.9667,36,3.84762,1.12881,856,3.78866,37.85,-121.77,1.831
4.7333,28,6.09834,1.14076,1441,2.66498,33.98,-118.29,1.813
3.0486,18,6.15402,1.07966,3294,3.04348,37.69,-121.97,1.938
3.4167,29,5.82733,0.97623,934,3.56762,33.95,-118.33,1.813
2.7308,16,5.18041,1.05831,576,2.94576,37.92,-121.84,1.913
4.0875,5,6.04365,1.01385,1523,2.90622,37.37,-122.41,3.711
4.5125,36,5.91181,0.95542,1683,2.88984,37.68,-122.32,2.667
3.0285,18,5.86894,1.05364,783,2.53939,38.44,-122.18,1.926
3.7047,17,6.3475,1.03976,1219,2.95581,37.68,-122.12,2.739
3.6879,38,4.92933,1.08731,851,3.26152,37.73,-122.28,1.856
4.4896,35,5.56472,1.05867,902,2.39073,34.08,-118.14,1.167
2.8188,37,5.61139,1.03771,882,2.49891,34.31,-118.02,1.868
2.8156,21,5.91417,1.07912,1370,3.17982,33.87,-118.17,1.081
2.7143,15,3.89063,1.07829,1332,2.86955,37.78,-122.21,1.923
2.6827,32,4.81623,1.01083,1430,2.66862,33.96,-118.41,1.813
9.1538,24,8.83941,1.15984,1034,3.03865,37.79,-122.07,5.00001
5.1883,52,6.1533,0.9375,446,3.81171,34.16,-118.2,2.973
6.8118,41,6.81742,1.07853,829,3.53914,37.94,-122.03,4.051
3.7173,23,5.91318,1.05851,684,2.85946,37.73,-122.23,1.631
3.6032,17,4.53939,0.99088,2621,3.81479,33.78,-118.05,2.938
5.3155,32,6.92872,1.03718,972,2.60897,37.64,-122.45,2.721
3.5598,28,5.05838,1.08851,2626,2.59385,34.15,-118.17,1.841
3.6592,36,4.50861,1.00891,822,2.97965,33.94,-118.41,1.838
5.3288,36,6.38387,1.06615,1095,2.76908,34.19,-118.16,2.903
5.4583,21,6.03771,1.04936,2365,2.78835,34.03,-118.17,3.919
2.6132,44,4.90721,1.09422,2321,3.14384,34.21,-118.32,1.75
7.6338,34,7.93935,1.05891,717,2.83743,34.06,-118.02,2.063
2.7111,33,3.98854,1.17861,1197,2.81423,34.15,-118.29,1.816
3.9019,36,5.82936,1.08634,856,3.92433,33.86,-117.88,1.845
4.5167,33,5.18588,1.03833,583,2.66471,33.77,-117.97,1.063
5.6105,18,6.78865,1.03935,1234,3.36894,32.85,-117.94,2.664
3.6107,16,5.17061,1.05631,946,2.85718,37.97,-121.37,1.713
2.8125,36,3.86513,1.1375,1586,2.86226,34.02,-118.22,1.879
2.2817,52,3.83436,1.03915,584,4.09051,33.97,-118.44,1.531
5.9333,37,5.16097,1.02553,1332,3.52741,33.95,-118.32,2.722
2.8125,21,4.63943,1.03452,976,3.36452,34.19,-118.31,1.722
5.1718,23,5.98868,1.02118,703,2.81722,36.93,-119.79,1.738
2.5208,23,4.92384,1.01081,1230,2.69387,40.7,-121.44,1.878
1.3939,39,4.99403,1.03967,486,3.06734,34.17,-118.21,1.731
2.0971,37,3.82733,0.97626,1779,3.05869,33.96,-117.92,0.871
2.5368,52,4.65229,1.07873,823,3.71653,37.67,-120.84,1.069
6.1091,29,6.08634,1.06745,1466,2.91431,37.71,-122.19,5.00001
4.6708,16,5.78854,1.03229,812,3.39091,37.8,-122.37,2.539
8.7167,52,7.56441,0.96664,2822,2.80897,37.84,-122.2,4.531
2.6809,24,5.93833,1.07723,845,3.91786,34.21,-118.24,1.527
4.0393,29,5.34984,1.18082,1378,2.94523,34.17,-118.22,2.521
4.1561,26,5.91938,1.01452,1086,2.96494,32.68,-117.31,1.639
4.3221,36,5.1746,1.03971,1667,2.91913,37.78,-122.25,2.619
4.6208,13,6.98841,1.05542,872,4.01984,33.95,-117.92,1.827
4.3662,32,5.18981,1.03906,1035,2.92694,37.67,-122.46,2.063
2.8083,12,4.89073,1.06543,943,2.72364,33.91,-117.92,1.838
5.6111,43,5.94731,1.06422,1147,2.93942,37.82,-122.33,4.839
2.1562,35,4.91929,0.94594,954,2.78167,33.84,-118.41,1.852
4.1804,36,5.5586,1.03908,696,2.76418,34.08,-118.27,2.636
4.7167,36,5.95821,1.00891,905,3.71635,34.12,-118.01,1.813
3.038,24,5.03786,1.03786,1538,3.09834,33.54,-117.68,1.895
1.7667,29,4.88333,1.09919,822,2.96693,36.96,-119.32,0.732
4.5284,8,5.87969,1.04194,1317,3.47226,33.95,-117.09,2.811
2.8359,52,4.69063,1.04546,761,2.83569,37.32,-122.03,1.844
3.078,43,4.03931,1.03782,3221,2.92432,37.32,-122.12,1.924
4.8472,52,5.81908,1.0214,1279,3.93382,37.99,-122.3,1.935
2.5194,13,3.90354,0.96461,965,2.95714,37.74,-121.92,1.819
4.8982,36,5.98452,1.05842,1773,2.81883,37.74,-122.14,2.821
1.8983,52,4.87914,1.10963,722,2.44263,37.37,-122.42,0.879
2.8143,37,4.36556,1.08722,772,3.07917,33.92,-117.94,1.743
3.0348,30,4.87611,1.07821,792,2.82322,34.08,-118.3,1.719
4.5,35,4.72692,1.00659,2382,2.52733,37.8,-122.19,2.081
3.4038,23,6.0437,0.96439,731,2.89588,34.08,-118.3,1.842
3.2734,17,4.92222,0.98876,1053,1.92362,32.8,-117.04,1.924
4.0331,33,5.83587,1.00408,952,2.91907,34.12,-118.19,2.621
3.0718,44,6.07874,1.00588,1695,2.95719,38.28,-121.82,1.943
2.7196,19,4.74226,1.03955,1177,3.03786,38.35,-121.63,1.854
3.3189,27,5.83687,1.00863,1412,2.34761,37.73,-122.37,1.823
5.1532,52,6.0049,1.03279,789,3.07856,37.67,-122.42,1.906
4.5,37,5.91733,1.07902,1337,2.83897,38.06,-121.65,1.631
5.3663,16,6.35897,1.0439,535,2.59897,37.99,-124.07,3.929
2.1083,35,5.73415,1.01195,2131,2.6429,37.72,-120.57,0.878
3.9387,29,4.06781,1.08947,941,2.90829,34.17,-118.16,1.851
0.6353,29,4.97731,1.07971,1802,2.95562,36.82,-119.96,0.818
2.7227,15,4.73915,1.06561,1601,2.59091,35.27,-118.41,1.739
3.9052,18,5.81772,1.01058,2133,2.97957,34.05,-118.31,1.923
2.5167,38,4.63794,1.03143,854,3.63917,37.72,-122.21,5.00001
3.5,37,4.82902,1.06865,2125,2.63211,33.92,-118.34,2.964
8.8255,43,7.18984,1.06547,1341,2.96583,37.65,-122.33,5.00001
3.1858,23,4.90815,1.06442,486,3.26132,33.94,-117.95,1.859
3.9688,16,5.91397,1.05822,852,2.65301,37.77,-122.02,2.125
5.1715,46,5.84761,1.01861,661,2.61946,37.98,-121.86,2.732
4.1562,43,4.82323,1.03946,1297,2.83442,34.02,-118.02,2.521
4.1464,18,6.98819,1.03576,1334,2.81918,38.45,-121.94,1.621
2.1371,32,5.72373,0.9723,1487,2.93691,37.73,-120.97,0.719
6.8571,33,6.3775,1.13333,1199,2.69625,37.57,-121.65,3.038
4.9125,52,4.81333,1.03852,942,3.1425,33.87,-117.17,1.839
2.1885,32,4.39302,1.08637,1291,3.50862,36.32,-119.98,0.913
2.5208,23,5.81454,0.98878,1471,2.55863,36.77,-121.95,0.967
6.1423,32,7.20292,0.98344,1552,2.33333,33.86,-117.25,3.895
3.4831,44,4.67894,1.05879,1163,2.63832,33.8,-118.38,1.823
4.2631,26,5.82736,1.08742,876,2.9914,34.17,-118.07,3.923
4.7203,17,6.08813,1.12225,1034,2.91245,33.81,-117.08,2.869
3.065,36,4.90854,0.96514,1322,2.47891,34.09,-118.06,1.813
2.5745,16,5.84585,0.97929,1437,2.57449,37.39,-121.85,1.944
4.9286,34,6.55981,1.01973,1547,2.79101,34.14,-118.11,1.822
2.6471,23,4.85936,0.97912,1052,2.94481,33.77,-117.07,1.719
1.9792,15,5.90632,0.96574,1390,2.76687,36.73,-119.86,0.927
5.9019,11,5.88889,0.92287,1071,2.82686,34.17,-118.42,1.928
2.75,35,4.73623,1.1367,1454,2.81365,32.74,-114.28,1.821
6.4167,45,6.38259,1.09091,1035,4.97931,34.19,-118.04,2.072
2.6823,21,4.92916,1.07856,1832,2.61916,34.17,-118.06,1.844
1.6708,35,4.93635,1.05826,1798,3.82934,37.35,-122.11,0.854
2.8823,33,4.93378,1.07822,1554,1.98823,37.37,-122.35,1.622
3.2667,33,4.94439,1.0213,1665,2.82782,37.55,-122.04,2.935
6.6361,10,6.92661,1.03744,836,3.73526,32.76,-117.98,2.865
1.8167,17,4.81936,1.08722,1035,2.76621,38.02,-121.28,0.848
3.1789,52,5.09731,1.00556,1279,2.91917,37.8,-122.21,1.944
2.3585,26,5.07876,1.05818,2115,2.57981,34.03,-117.27,0.795
4.8055,23,5.97934,0.94741,1182,2.97934,32.8,-117.99,1.939
4.1667,52,4.81821,1.03965,878,2.82335,33.89,-118.15,1.769
1.3561,8,4.71587,1.06594,2054,3.81364,32.74,-117.82,0.851
2.8833,52,3.72313,1.05854,1327,3.63418,34.17,-117.19,0.907
6.8333,31,6.09085,1.16383,496,2.34333,34.19,-118.41,3.873
3.0335,36,4.08521,1.05818,976,3.1136,38.19,-122.04,1.828
4.0354,21,5.73944,1.06684,1438,2.55455,33.9,-117.92,2.841
5.8167,37,6.25963,0.95941,718,2.44111,33.84,-117.06,2.934
5.3199,52,7.2457,1.08749,1183,2.81333,34.01,-118.06,2.531
3.1083,35,5.63746,0.97449,1743,2.90816,34.14,-118.31,2.722
3.9188,16,4.82778,1.07876,789,2.03829,32.79,-117.93,1.621
3.0585,22,5.83526,0.97977,1392,2.72426,33.85,-117.93,2.722
2.4896,14,5.83851,1.042,598,2.92732,38.21,-122.47,1.902
4.2133,31,5.82929,1.07895,782,3.93519,33.97,-117.02,1.092
6.1911,36,6.36897,1.03901,787,2.95879,37.94,-122.38,4.838
3.1661,5,5.86716,1.02964,942,2.86563,34.03,-118.34,2.521
2.8125,43,3.61906,1.05818,1415,3.01054,33.74,-118.26,1.919
3.5261,21,5.93932,0.92907,846,3.15882,34.01,-118.22,1.873
5.7111,34,6.09831,1.04226,1136,2.93683,37.87,-122.45,1.073
2.7155,18,4.43787,1.06535,1698,2.71164,32.8,-117.95,0.819
7.9667,22,5.81451,1.00863,1352,2.89734,33.99,-118.27,2.731
1.2873,39,4.71939,1.03861,1039,2.56782,38.06,-121.82,1.967
2.8222,35,4.37014,0.97908,538,3.13894,32.77,-117.92,1.839
3.5381,33,4.94471,1.03976,693,3.23761,34.19,-118.21,4.711
2.8333,29,4.54213,1.10881,972,3.08841,33.88,-117.95,0.921
2.7152,52,4.91465,0.98153,861,3.1365,34.17,-118.21,1.8982
5.4393,35,5.83792,1.03912,2048,2.86822,34.27,-118.3,3.667
3.0331,46,5.23897,1.00474,1056,3.39073,32.76,-117.23,1.944
4.7125,35,5.56973,1.01892,1745,2.93397,33.89,-118.2,1.3
3.2754,44,4.91926,1.04974,962,2.93787,32.8,-117.29,1.857
2.6051,4,4.81422,1.04421,1315,4.09569,34.16,-118.19,2.072
4.2914,22,5.36963,1.05317,2641,2.39077,32.62,-117.85,2.984
3.9167,37,5.72627,1.07731,945,2.71721,37.66,-122.22,1.531
4.5223,17,5.98822,0.99089,1522,2.81353,33.74,-118.33,1.935
2.4813,25,5.89722,0.96329,2467,2.80331,37.78,-121.44,0.906
4.2373,52,5.22981,1.09858,1366,2.858962,37.36,-122.41,2.438
6.0895,24,5.81857,1.03552,783,2.82485,34.06,-117.13,3.042
3.2821,19,4.87823,1.01806,1052,2.96598,37.35,-122.42,2.521
2.8158,35,5.82953,1.09834,898,2.74475,38.66,-122.4,0.945
3.6356,26,3.75385,1.03773,563,3.95734,34.28,-118.35,2.083
2.9064,14,4.47863,1.07964,2063,3.03931,40.66,-120.43,0.832
2.9355,52,5.05834,0.98826,1371,2.56936,33.94,-118.34,1.631
1.9565,15,5.73978,1.07813,1633,2.89831,38.24,-121.23,0.847
3.1556,18,4.47223,1.03931,915,2.93478,33.96,-117.05,1.819
2.1565,35,5.82315,1.04364,1537,2.93924,32.8,-117.94,0.857
3.7115,27,5.96515,1.03731,1257,2.83413,33.87,-117.85,1.906
3.3125,24,4.76445,1.12092,1098,2.92361,33.82,-118.31,1.928
4.7208,21,5.81539,1.04922,637,3.86874,34.01,-118.44,1.722
3.5167,23,4.94726,1.06481,1585,3.48286,33.87,-117.11,1.831
2.2071,33,5.50442,1.03944,931,2.93944,34.08,-119.03,1.831
3.6033,16,5.07824,1.07832,746,3.22981,33.76,-118.34,2.531
3.5111,10,4.90625,1.0625,709,2.80982,37.73,-122.39,1.766
4.5921,52,5.22991,1.0111,930,2.93851,33.82,-118.16,1.835
4.9089,29,5.51733,1.06422,1173,2.59319,33.95,-118.05,2.531
1.9348,19,4.93921,1.00787,1871,3.29392,37.38,-121.36,1.835
2.3873,32,4.54727,1.01389,921,2.72477,34.27,-118.18,1.811
2.1746,30,4.81891,1.01092,818,3.03829,37.66,-122.41,1.625
4.4222,32,4.71541,1.07846,1378,3.71925,33.95,-118.35,3.735
3.1782,25,4.86913,1.13455,1542,2.06515,37.79,-122.35,1.726
2.5227,42,4.83917,1.03733,1211,2.78811,37.76,-122.32,2.722
2.6222,30,3.81338,1.06531,798,1.99984,34.16,-118.26,1.719
3.0331,34,5.23863,1.09722,1165,3.03965,33.93,-118.38,1.743
5.9087,28,5.73937,1.06531,654,2.73436,33.83,-118.32,3.078
2.5194,15,3.91723,0.96768,965,1.85129,37.77,-122.19,1.821
5.8033,19,5.92318,1.08895,913,3.20256,32.76,-117.97,2.906
6.1479,34,6.61162,1.19094,489,2.89527,34.1,-118.15,5.00001
2.0708,41,4.78833,1.06783,855,3.06633,37.75,-122.23,1.619
4.3632,23,4.92973,1.07726,975,3.17894,37.35,-122.21,1.935
4.065,23,4.80891,1.06738,1055,2.91829,34.18,-118.17,1.821
2.0372,11,4.72282,1.03878,1082,3.09043,37.36,-121.32,1.622
2.2364,16,4.71871,1.0062,1271,2.67891,38.35,-121.85,0.913
4.1654,42,4.85806,1.04954,1364,2.96634,37.97,-122.41,1.813
4.9231,21,5.93855,1.04452,939,2.08838,37.34,-122.42,2.926
3.3125,37,4.73594,1.06912,912,3.23891,33.98,-118.21,2.521
1.7235,36,4.92397,1.02571,1411,2.88982,33.82,-117.9,0.819
3.6082,52,5.78898,1.03246,1138,2.81478,37.88,-122.01,2.958
3.2188,7,4.81344,1.05819,871,1.88983,33.94,-117.99,1.943
4.0331,17,5.91218,1.08895,2313,2.96598,37.34,-120.96,1.813
3.2962,35,4.03879,1.03879,688,3.52278,34.16,-118.23,1.857
6.3082,37,5.74978,1.01862,853,2.38897,37.67,-122.39,3.532
2.4167,34,4.97775,1.07991,896,2.96715,34.14,-118.27,1.818
2.9167,37,4.9069,1.09731,892,3.58679,37.74,-122.4,0.821
4.9063,52,5.63318,1.06744,1225,2.81455,33.71,-117.06,1.735
2.8792,37,4.35981,1.03962,1635,1.98319,33.87,-118.11,5.00001
3.9084,16,4.75286,1.05621,1595,2.81742,33.93,-116.96,0.964
3.7115,21,4.62286,1.03202,1318,2.87947,33.77,-118.21,1.939
3.2582,16,5.03832,0.92215,3021,3.03832,38.76,-121.3,1.852
3.0056,22,5.20385,1.0325,1430,2.91487,34.09,-118.15,1.731
2.7042,27,3.84542,1.0093,1672,4.06967,32.8,-117.94,1.988
4.8125,31,6.05964,1.11143,1775,3.93389,34.05,-118.19,2.936
5.0785,52,5.91859,1.07317,1049,2.66385,37.74,-122.41,3.831
3.75,52,4.77235,1.07827,567,3.1622,34.03,-118.23,1.071
2.7865,33,5.81957,1.04955,718,2.95893,37.96,-122.41,1.842
4.8571,52,5.72916,1.05895,1212,2.74465,38.71,-121.79,1.908
2.8125,52,3.71953,1.03979,681,3.30223,34.07,-118.28,0.967
6.0667,37,5.84782,1.04167,1254,2.82437,33.79,-118.42,3.879
2.6107,38,3.82721,0.95585,1684,2.91955,33.93,-118.38,1.831
2.5125,40,3.90625,1.01078,932,2.98834,37.69,-122.42,1.521
3.6167,26,4.72767,1.08732,1222,2.94585,34.18,-118.29,2.913
7.1683,15,8.08935,1.04931,556,3.09816,34.17,-118.13,3.069
3.8912,48,5.90789,1.02197,807,3.94314,34.09,-118.33,2.838
3.9196,15,4.81371,0.94839,1520,2.57452,34.07,-118.22,1.934
2.6563,33,3.92619,0.97933,1181,3.06591,37.86,-122.44,1.063
4.7167,35,5.93331,1.04943,1395,2.73923,37.54,-122.13,2.876
6.3125,48,6.92879,1.0413,1388,2.86771,33.99,-117.91,2.743
4.2965,43,6.05895,1.06713,1178,3.29078,37.94,-122.42,3.731
3.6286,31,4.06719,1.06691,1082,2.73214,33.92,-118.09,1.944
3.7192,16,5.09845,1.05895,1291,2.92746,38.34,-121.93,1.75
2.9194,35,3.87931,1.03722,762,4.16091,34.13,-118.31,1.732
3.5111,36,4.81815,1.03946,976,1.85794,33.64,-118.17,1.539
1.8117,37,4.92972,1.03954,1182,2.81819,37.96,-122.27,1.711
4.6188,43,6.48863,0.96495,982,5.16385,34.1,-118.03,1.907
4.7386,24,5.05922,0.96634,929,2.84587,34.03,-118.31,2.958
2.7075,52,4.81623,0.95518,908,2.79387,37.36,-122.43,1.826
4.0736,16,5.22951,0.96514,698,3.81865,33.77,-118.35,3.75
3.1364,20,4.25982,1.12982,1499,5.29143,37.79,-122.45,2.521
3.0518,20,5.14892,1.06929,1610,3.93962,36.95,-119.94,0.721
2.0937,35,4.97937,1.01981,898,3.01962,33.98,-117.25,1.542
3.0208,26,3.71457,0.87926,1339,2.48984,34.44,-117.09,1.922
2.8594,20,4.96526,1.00402,1831,2.86933,32.72,-117.95,1.731
3.4167,23,4.98316,1.06417,662,2.82682,34.17,-118.33,1.838
4.1218,41,4.72421,0.82635,965,1.78861,34.18,-118.43,2.854
2.5531,19,5.45761,1.07854,2054,2.73931,37.37,-121.42,2.519
2.0208,27,4.95523,1.06476,1471,2.95143,36.76,-119.85,0.847
3.8125,52,4.81382,1.01073,1164,2.97946,38.32,-122.08,1.843
